i think you need to be in the hospital .	我認為你需要在醫院裡 。
it was around this time when . . .	這是在這個時候 。
he made sure that everything lined up .	他確保所有的一切都在上升 。
that may sound ridiculous .	這可能聽起來很荒謬 。
stick with the people you know .	和你所知的人都知道 。
lots of us mayors do that .	許多人可能這樣做 。
that really creeped us out .	這真的很令人驚訝 。
what do you do for a living ? "	你要做什麼 ? 」
but they were random things .	但他們是奇怪的東西 。
they said he was that kind of guy .	他們說他是那種人 。
how many people have their blackberry ?	有多少人有黑莓 ?
but now , it was closing .	但現在 , 它正在臨床 。
i call it the ipatient .	我稱之為 「 免費 」 。
no , we shouldn't measure .	不 , 我們不應該測量 。
so how on earth do we even see ?	所以 , 我們在地球上看到了什麼 ?
by leading a movement and making change .	由於領導一個運動 , 創造改變 。
he started a motorbike company .	他開始了一個運動汽車公司 。
comedians know all about this .	先生學家都知道這一點 。
scott , thank you so much .	蘇格 , 謝謝你們 。
they started making their own video games .	他們開始製作自己的影片 。
they're more american than anything else .	他們比其他的美國還要多 。
and we knew nothing about going to space .	我們都不知道會發生什麼事 。
but they always stop and take a picture .	但他們總是停止 , 拍一張照片 。
about 325 have been produced .	大約325歲已經產生了 。
because maybe , maybe they mean a lot .	因為他們可能意味著很多 。
what about if you're new power ?	如果你是新權力呢 ?
what do you want to write about ? "	你要寫什麼 ? 」
try 1 and check the light .	試試試1 , 試看光 。
ca: last question , larry .	克:最後一個問題 , 太陽能 。
ag: yeah . ok .	ag:是的 。 好 。
so we started looking elsewhere .	所以我們開始尋找其他地方 。
my father was literally born again .	我的父親是一生的 。
and i said , " yeah . "	我說: 「 是的 。 」
can i have the lights up again ?	我可以再次放射光嗎 ?
i've never known anything else .	我從來沒有知道其他東西 。
but let me just say a couple words .	但讓我說幾個字 。
can you write it using pictures ?	你能用圖片寫它嗎 ?
next stop was georgia .	下一個停止是喬治亞 。
yes ! yes ! it's true !	是的 ! 是的 ! 真的 !
i can actually personalize the experience now .	我真的可以個人化的經驗 。
what does not change is that voice within .	什麼改變並不是改變 。
we need eight hours of sleep a night .	我們需要八小時睡眠 。
and you're all invited .	你都被邀請 。
so , i did this work for her .	因此 , 我為她做這個作品 。
it's not our burden .	這不是我們的燒掉 。
how can we find an entire connectome ?	我們要如何找到完整的連結 ?
we all start life as one single cell .	我們所有的生命都是單一細胞 。
and that will get you very far .	這會讓你非常遙遠 。
no , i don't do that .	不 , 我不這麼做 。
in reality , take a guess .	在現實中 , 帶著槍 。
hold your breath for me .	讓我的呼吸 。
there's no question about it .	沒有問題 。
paper has some downsides .	紙上有一些障礙 。
that can't be right . "	這不可能是對的 。 」
there would still be dangers .	仍然會有危險 。
we are very far from it .	我們很遠 。
twice as likely .	兩倍 。
i was just a kid back then .	我只是一個小孩回來 。
and that's what you get .	這就是你所得到的 。
they continued doing exactly the same .	他們繼續做同樣的事 。
but the data says something different .	但數據說不一樣 。
the product was that airplane .	這個產品是飛機的 。
we're not alone , though .	雖然我們不孤單 。
now , there's another problem .	現在 , 還有另一個問題 。
the goal is very clear .	目標很明顯 。
we'll need an action .	我們需要行動 。
why are we conscious ?	為什麼我們是意識到的 ?
is there anyone else out there ?	沒有人在哪裡 ?
and kathe did her job .	肯亞做了她的作品 。
it was all rubble .	這一切都很棒 。
the young man should be made first .	年輕人應該是首先的 。
this is a hologram .	這是個熱情邏輯 。
tabutni . thank you .	坦尚尼 。 謝謝你們 。
why has the record been so poor ?	為什麼記錄這麼貧窮 ?
and there's the sheep .	這裡有一個羊 。
now to the final approach .	最後的解決方法 。
why do we sometimes cheat ?	為什麼我們有時會做什麼 ?
now , here's another reason .	現在 , 這是另一個原因 。
i'm numb .	我是nb 。
and here's the statement .	這裡是國會 。
it's a core question .	這是個核心的問題 。
that was the magic number .	這是魔術數字 。
and this is slowly starting .	這是慢慢的開始 。
so i came up with a plan .	所以 , 我和一個計劃有關 。
so i wanted something to solve it .	所以我想要解決它 。
it's going to be fun .	它會很有趣 。
but how does it work , exactly ?	但它如何運作呢 ?
so that's a big change .	這是個大改變 。
they're just not moving .	他們不只是移動 。
maybe you've heard of her .	也許你聽過她 。
his vision was pretty poor .	他的視覺很窮 。
" i'm ok . "	「 我好了 。 」
sr: that is true .	馬:這是真的 。
and then you see a date .	然後你看到一個父親 。
but then what happens in step three ?	但 , 接下來的三分之一呢 ?
and what has happened in the world ?	世界發生了什麼事 ?
you decided to build a space company .	你決定建立一個空間公司 。
and everything that my office was doing .	我的辦公室都在做 。
we are not a special interest group .	我們不是特別的興趣團體 。
get yourself to a specialist center .	讓自己成為專家中心 。
hopefully , they will come .	希望他們會來 。
this might be a startling answer .	這可能是一開始的答案 。
they're paid for .	他們是為了的 。
np: i remember that .	np:我記得這一點 。
" beth , " she said .	「 喔 , 她說: 「 啊 。 」
there are actually two tails .	其實有兩個尾巴 。
he had acromegaly .	他有很大的意義 。
the second thing you need is light .	你需要的第二件事是光 。
supercomputers same thing .	超級電腦也一樣 。
they watched the video over there .	他們在那裏看了影片 。
so i became my own intern .	所以我變成了我自己的內部 。
who is that going to come from ?	誰會從哪裡來 ?
well , what difference does this make ?	嗯 , 這有什麼差異呢 ?
i've talked to them .	我跟他們談 。
now , it goes down to a .	現在 , 它會降低 。
because notice the porch here .	因為注意到這個理論 。
these are haikus .	這些是駭客 。
i am an emotional creature .	我是情緒創意的 。
we hear about them all the time .	我們都聽到它們 。
so we did it . okay ?	所以我們做了 。 好嗎 ?
this gets you to 6 .	這會讓你到6歲 。
we need help . we need help .	我們需要協助 。 我們需要協助 。
and i can repeat that .	我可以重覆這一點 。
yet i had that piece of paper .	然而 , 我還有這篇文章 。
and it didn't stop there .	它不再停止 。
her name is esther .	她的名字是第五歲 。
then we can start to use cells .	然後我們可以開始使用細胞 。
come , let's go inside .	來吧 , 我們來看看 。
and what did i say about work ?	我該怎麼說 ?
i suppose we are . "	我假設我們是如此 。 」
five factorial is 120 .	5個工廠是120個 。
he said , " be you . "	他說: 「 你是你 。 」
secondly , that's wrong .	第二 , 這是錯的 。
i put my hopes in front .	我把希望放在前面 。
decision scientists are people like me .	科學家就像我一樣 。
and the answer is that they do .	答案是他們做的 。
mr: thank you .	馬:謝謝你 。
and they go up easily .	牠們很容易 。
we got reports like this .	我們有報告像這樣 。
start by doing no harm .	從沒有傷害開始 。
talk about a few of them .	談論一些 。
one was that they be american .	第一是他們是美國人 。
so what about the next step ?	接下來的步驟是什麼 ?
we wanted to do something different .	我們想要做不同的事 。
so this was a great project .	這是個很棒的計畫 。
but is it really that easy ?	但這真的很容易嗎 ?
there is this other powerful feeling .	還有另一個強大的感覺 。
it's tedious .	真的很棒 。
just spread them around .	只要把它們傳遍 。
what would that system look like ?	那系統看起來是什麼樣子呢 ?
and yet , it never happens .	然而 , 它從來沒有發生 。
schoolchildren play .	學校的黑人玩樂 。
were you vulnerable ?	你很脆弱嗎 ?
the design comes from within .	設計來自內部 。
we play with coins .	我們和宇宙一起玩耍 。
did you see what i did ?	你看到我做了什麼 ?
how far can we take it ?	我們有多遠呢 ?
all companies die , all companies .	所有的公司都死了 , 所有的公司 。
and we knew we were right .	我們知道我們是對的 。
they dumped us there .	他們把我們放在那裏 。
it's given to you .	它給你 。
live long and prosper .	活著長久、專家 。
which would you choose ?	那你選擇了嗎 ?
there's no manual .	沒有人性 。
the difference is intent .	差別是不多的 。
i found no flaw .	我發現沒有飛行 。
he couldn't understand that .	他無法理解這一點 。
and that's not all .	這不是一切 。
well , guess what ?	嗯 , 猜猜什麼 ?
they can't see me .	他們看不見我 。
take a look at our planet .	看看地球 。
sound familiar ?	聽起來很熟悉嗎 ?
so thank you very much .	非常感謝你 。
so how do you do that ?	所以你該怎麼做 ?
jd: it varies .	jd:它變異了 。
ab: yes ? good .	艾:是的 。 很好 。
let’s take numbers .	我們來看看數字 。
what do we worship ?	我們擔心什麼 ?
so how does this all work ?	所以這怎麼運作呢 ?
do you worry much ?	你很擔心嗎 ?
this is what some people think .	這是有些人認為的 。
where do we go from here ?	我們從這裡到哪裡 ?
thank you all very much .	非常感謝大家 。
this is a picture of culture .	這是文化的照片 。
i don't get that .	我沒有得到這一點 。
there could be other solutions .	還有其他解決方案 。
so it went something like this .	所以 , 它變成了像這樣的東西 。
but i do think you can .	但我認為你可以 。
so this is very powerful .	這是非常強大的 。
it got quieter .	它有液體 。
the news loved it .	新愛滋病毒 。
what's going on there ?	到底發生什麼事 ?
i thought that was really interesting .	我覺得這真的很有趣 。
it's just cash .	它只是貓 。
how could you forget ?	你該如何忘記 ?
and it's not new .	這不是新的 。
representative government began to form .	代表政府開始形成 。
we are fighting against this .	我們正在奮鬥 。
just quickly on the results .	簡單來說 , 結果很快 。
that was the future , right ?	那是未來 , 對吧 ?
so i thanked ed .	所以我感謝了 。
idea number three is listening .	想法的三分之一是聆聽 。
the wire is ready .	妻子準備好了 。
really firstclass .	真的是第一個奴隸 。
well , it's not .	嗯 , 不是 。
but this was 1963 .	但這是1963年 。
it's called color .	它叫做顏色 。
let's find out .	我們來找答案 。
thank you very much .	非常感謝你 。
let me show you this .	讓我給你們看這個 。
so when you put four .	所以當你把四個東西放到 。
but i need your help .	但我需要你的協助 。
thank you very much .	非常感謝你 。
some hands going up .	有些手臂就好了 。
so how does it work ?	所以它如何運作呢 ?
a good example is this .	一個好例子是這樣 。
globalize trade .	全球化貿易 。
but what do you do ?	但你該做什麼 ?
that was not my best .	這不是我最好的 。
no one wants that .	沒有人希望這一點 。
but i believe in them .	但我相信他們 。
entirely new requirement .	全新的需要 。
so what did we find ?	所以我們發現了什麼 ?
and i am thankful .	我非常感謝 。
so what can we do ?	我們能做什麼呢 ?
that was the new reality .	這是新的現實 。
it's your money .	這是你的錢 。
so why is this important ?	為什麼這很重要 ?
so what does that mean ?	所以這意味著什麼 ?
so we made this thing .	所以我們做了這個事 。
thank you very much .	非常感謝你 。
i don't know .	我不知道 。
thank you very much !	非常感謝 !
thank you very much .	非常感謝你 。
" the business is on .	「 商業是如此 。 」
now there is another one .	現在還有另一個 。
why english ?	為什麼英語 ?
okay ? ready ?	好嗎 ? 準備好嗎 ?
it is a beautiful room .	它是個美麗的房間 。
what might that look like ?	那看起來是什麼樣子呢 ?
we say they explore .	我們說他們探索 。
the heat was on .	熱情是如此 。
this young woman was me .	這位年輕女子是我 。
" lifesized . "	「 生命化 」 。
that moment changed my life .	那一刻改變了我的人生 。
come on , keep up .	再來吧 。
how can we know this ?	我們該怎麼知道 ?
young , bad boys .	年輕的男孩 。
why would it be wrong ?	為什麼它是錯的 ?
and it can do that .	它可以這樣做 。
how did he learn them ?	他怎麼學會他們 ?
we only have them once .	我們只有一次 。
what should it be for ?	這應該是什麼 ?
to calm down .	要降低 。
i got really sick .	我真的很辛苦 。
they call her names .	他們稱之為她的名字 。
and i live there now .	現在我活在那裡 。
they are not the truth .	他們不是真相 。
we experimented on ourselves .	我們在自己做了實驗 。
i love nasa .	我很喜歡nanaa 。
life is not about you .	生命並不是你 。
which i certainly was .	我肯定是如此 。
this is just trained .	這只是訓練 。
this is their plan .	這是他們的計畫 。
i just . . .	我只是這樣 。
and here it is .	這裡是如此 。
silence .	沉默 。
you can see it .	你可以看到它 。
what is math ?	什麼是數學 ?
so i did that .	所以我做了 。
everyone can be wrong .	每個人都可能是錯的 。
you talk about it .	你談到它 。
i just did things .	我只是做了些事情 。
how have you been ?	你是怎麼樣的 ?
guess what ?	猜猜什麼 ?
and why is that ?	為什麼 ?
what does this mean ?	這意味著什麼 ?
i did it myself .	我做了自己 。
i didn’t .	我沒有 。
but we wanted them .	但我們想要他們 。
it won't .	它不會 。
false .	法國 。
ohhhh .	喔 , ~
here is the thing .	這是件事情 。
and so it goes .	所以它就開始了 。
of course they are .	當然他們是如此 。
consider facit .	想想法國 。
they also live deep .	他們也很深刻 。
sales were up .	聖經被丟棄了 。
it feels great .	這感覺很棒 。
you're live .	你活著 。
" showers ? "	「 展示者嗎 ? 」
love , action .	愛、行動 。
i could not believe .	我無法相信 。
really cool stuff .	真的很酷 。
run away . run .	逃跑 。 跑跑跑 。
you try it out .	你嘗試它 。
we can make history .	我們可以製造歷史 。
what would i feel ?	我覺得什麼 ?
how important is this ?	這很重要嗎 ?
it is so hard .	它很困難 。
it's amazing .	它很驚人 。
business knows this .	企業知道這一點 。
they certainly do .	他們肯定會做 。
we have understanding .	我們有了解 。
not quite .	不太好 。
whew !	哇 !
there she is .	她是這樣 。
and the world ?	世界呢 ?
this was europe .	這是歐洲 。
why is that ?	為什麼 ?
so . . .	所以......
so . . .	所以......
check .	克里斯 。
this is important .	這是很重要的 。
you must get ?	你必須得到嗎 ?
you blog .	你呼吸了 。
ca: yes .	克里斯:是的 。
yes . exactly .	是的 。
deal with it .	處理它 。
witness .	智慧 。
so i did .	所以我做了 。
audience: hi .	觀眾:嗨 。
should you know ?	你應該知道嗎 ?
she asked me .	她問我 。
how bad ? "	怎麼糟 ? 」
patient: two .	病人:兩個 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thanks .	謝謝 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thanks .	謝謝 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thanks .	謝謝 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
ok .	好 。
been there .	已經有了 。
thank you .	謝謝你們 。
sort of .	有點像這樣 。
true story .	真正的故事 。
know why ?	為什麼 ?
well done .	嗯 , 嗯 。
can we ?	我們可以嗎 ?
at all .	全部都一樣 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
nah !	娜娜 !
okay .	好 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
i know .	我知道 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
thank you .	謝謝你們 。
good .	很好 。
seven .	7 。
ever .	曾有過 。
no .	不 。
why ?	為什麼 ?
and i was in munich a few weeks ago .	我花了幾週前 。
so , you get this vicious cycle .	所以 , 你得到了這個視覺循環 。
but now i understand that it is a record of the beginning .	但現在我知道它是一開始的記錄 。
they had no voice . they didn't believe in themselves .	他們沒有聲音 , 他們不相信自己 。
nobody really did anything with it , pretty much .	沒有人真的做任何事 。
the problem is that people are not aware of it .	問題是 , 人們沒有意識到 。
it's a part of the spiritual world .	它是奇怪的世界之一 。
but we shouldn't take it for granted .	但我們不應該把它弄出來 。
it used to be that we were separated by time .	以前 , 我們被時間分離 。
it's a horrible term of trade .	它是個可怕的詞 。
in those days , this was the height of technology .	在這些日子裡 , 這是科技的重量 。
aluminum foil . everybody has a cat .	嗯 , 每個人都有貓 。
all of this is happening without firing a shot .	這一切都沒有飛行 。
we become afraid and suspicious .	我們變成害怕和成功 。
this idea is taking hold outside of sports .	這個想法在運動的外面 。
and how was i going to snowboard again ?	我又要怎麼回事 ?
we'd like to know what particle it is .	我們想要知道粒子是怎麼粒子 。
it's a dinosaur like no other .	它是個恐怖的恐龍 。
" it sounds like you feel you're not safe .	「 你覺得你不安全 。 」
you get health insurance ? dental ?	你得到健康保險嗎 ?
this seems a very strange idea , right ?	這似乎是個很奇怪的點子 , 對吧 ?
and so this is why we turned to these guys here .	這就是為什麼我們轉向這些人 。
yes , bert , yes , i read about it .	是的 , 柏林 , 是的 , 我閱讀它 。
maybe it could make people relax effectively .	也許可以讓人們恢復效果 。
there's no excuse for this mistake .	沒有外界 。
but generally speaking , most of us don't .	但一般來說 , 我們大多數人都沒有 。
and we've been on a journey .	我們已經在旅程上了 。
there are more things that i think that i want to do .	我認為我想要做些什麼 。
richard searfoss: good luck .	富豪的秘密:好運 。
it may even be subject to elimination .	它可能是被忽視的 。
i very much wanted to be the class monitor .	我非常想成為教師 。
it's a liquid that is completely black .	它是完全黑暗的 。
that's it ; that's the lecture .	這是它 , 這是透明的 。
because i want to simplify them for you .	因為我想要讓你們坐下來 。
i'm not a betting man , you know .	我不是一個人 , 你知道 。
it's a shapeshifter , for one thing .	這是一件事 , 一件事 。
and this was kind of a shocker to me .	這對我來說有點震驚 。
skin displacement: another big deal .	皮膚解釋:另一個大事 。
now , this is sort of worrying news .	現在 , 這有點令人擔心 。
why do people stream themselves playing video games ?	為什麼人們在玩遊戲遊戲 ?
it's shocking , isn't it ?	它很震驚 , 不是嗎 ?
what we found is quite remarkable .	我們發現的是很驚人的 。
so leave it up to your own imagination .	所以 , 把它放到你的想像中 。
this is a brain from a lamprey eel .	這是來自一個雷射的大腦 。
probably not next tuesday , either .	或許不下星期五 , 更愛 。
we still need some kind of management matrix .	我們仍然需要一些管理矩陣 。
flowers will arrive by the truckload .	花朵會被卡車傳達 。
and indeed that's exactly what stars do .	事實上 , 這真的是恆星所做的 。
so i researched everything i possibly could .	所以我研究所有我可能可以做的事 。
and " does it invoke curiosity ? "	「 這真是好奇心嗎 ? 」
you're talking to the criminals .	你正在和罪犯談 。
treetop barbie is a great example of that .	樹木是個很好的例子 。
but when someone says , " really ? huh .	但當有人說: 「 真的嗎 ? 」
intelligence is defined by prediction .	智慧被預測定義了 。
tajfel was born in poland in 1919 .	塔爾在191919年出生 。
ask yourself: do i really need that adverb ?	問問自己:我真的需要這個版本嗎 ?
and the truth is , it really doesn't take much .	事實是 , 它真的不太多 。
we even built a theater there 3d movie .	我們甚至建造了3d電影 。
supernova explosions are very extreme .	超級爆炸是極端的 。
we can help poor families build a better future .	我們可以協助窮家庭建立更好的未來 。
and i want to tell you how this gun can help .	我想要告訴你們這槍槍能協助 。
dm: you tagged me in this post .	dm:你把我放在後面 。
and when people ask me , " are these words real ? "	當人們問我: 「 這些字嗎 ? 」
they love rock music , pop culture , american culture .	他們喜歡羅克音樂、文化、文化、美國文化 。
we need to put this better market feedback .	我們需要更好的市場回饋 。
for you cannot love what you do not know exists .	你不喜歡你所知的存在 。
ks: two d . j . decks .	克里斯:兩歲 。
and it was his universe on punch cards .	這是他的宇宙 。
but the question is: can we own our duality ?	但問題是:我們能擁有我們的愚蠢嗎 ?
and the girl said , " they will in a minute . "	女孩說: 「 他們會花一分鐘 。 」
she was called " crazy " and fired .	她叫 「 瘋狂 」 。
do what you need to do to go another round .	你需要做什麼 。
that leaves 5 empty faces on each .	每個人都有5個人臉 。
but first , see what a miserable lot we are .	但 , 首先 , 看到我們是不可思議的 。
it was , like , this is my time for shine .	它就像是我在拍攝的 , 這是我的時間 。
the second tool we reach for is incentives .	第二個工具是最近的工具 。
jc: the relationship evolves over time .	jc:這次的關係已經結束了 。
and that is the story of jack andraka .	這就是傑克和拉克的故事 。
okay , you've got something ? one more thing .	好吧 , 你有了什麼嗎 ? 一件事 。
nearly every year for more than a hundred years . . .	幾乎每一年都超過百年 。
and that was just a small percentage of the dead .	這只是一小部份的死刑 。
they're not under nda either .	他們不是在倫敦的 。
and it's not just water that this works with .	這不僅僅是水 。
we see this in the public sector as well .	我們看到在公眾昆蟲的看法 。
those waves have long since faded .	這些波浪從未被傳遞過 。
these are community affairs , by the way .	這些是社區負擔的 。
but we don't really know how and why that happens .	但我們並不真正知道為什麼會發生這種事 。
there's so many people who feel the way i do .	有許多人覺得我是這樣做的 。
he had left people and their communities out .	他離開了人和社區 。
so let me just give you the map view of this stuff .	讓我給你們看這個東西的圖像 。
so you're probably all wondering: the cave .	你可能都在想:洞穴 。
thank you very much and have a nice night .	非常感謝你 , 有個很好的夜晚 。
and i need to go back to work for the american people .	我需要回到美國人的工作 。
but what about our ability to sense and control these things ?	但 , 我們的能力和控制這些東西呢 ?
we are overwhelmed with natural gas .	我們對天然氣氣的影響很高 。
ninetyfive percent of them just stopped .	95%的人就停止了 。
and it's even better , because it's free .	它更好 , 因為它是自由的 。
i think e pluribus unum is global .	我認為 , 歐巴布是全球 。
but most biologics also have a flaw .	但大部分的生物邏輯也有一個玻璃 。
well , one way to express choice is through the market .	嗯 , 一個方法是透過市場來表達 。
naughty umm elsaad .	奈米的腫瘤 。
stephen covey said it very beautifully .	史蒂芬·柯林說 , 很美妙 。
in 2000 , we had six billion people on the planet .	在2000年 , 我們在地球上有六億人 。
like , how do they know that's the time ?	像這樣 , 他們怎麼知道這段時間嗎 ?
the caregiver seeks the baby .	照顧銀行看到銀行 。
dh: everything up here's ok ?	嗯 , ~ ~ ~ ~ ~ ~
we got rid of the stuff that didn't .	我們有了不起的事 。
so now i have to improvise again .	現在我必須再改善 。
robbie mizzone: thank you .	羅伯·阿拉伯:謝謝謝你 。
the final movement is called mounds .	最後的運動叫做 「 山丘 」 。
well , it's not rocket science .	嗯 , 這不是火箭科學 。
it happened to lots of mammals .	它發生了很多哺乳動物 。
you dress well . you know how to speak .	你很乾燥 , 你知道如何說話 。
the reason for this is the way we make decisions .	原因是 , 我們要做出決定 。
if that doesn't work , i use my phone .	如果這不運作 , 我用手機 。
it ends where it begins from to complete itself .	它終於是從完整的開始 。
i was going toward him without even thinking about it .	我甚至沒想到它 。
can we do a quick show of hands ?	我們可以做個很快的展示嗎 ?
let's start with epinephrine .	讓我們先從睡眠開始 。
think back to a really vivid memory .	回到一個非常受害的記憶 。
now , ted is just a small part of this .	現在 , ted只是一個小部分 。
this is the seven billion people that live in the world .	這是全世界的七十億人 。
can we all just close our eyes for a minute ?	我們只能靠近我們的眼睛嗎 ?
this is a film , the one called toys .	這是一部電影 , 叫yy 。
the fourth year , we were just short of 100 .	第四年 , 我們只是一百個 。
your telomeres do just fine .	你的電子粒子剛剛剛剛剛好了 。
but she had a factor that was very important .	但她有一個事實非常重要 。
and he thinks a robot has to be really slow .	他認為機器人必須要很緩慢 。
it's taken off the delivery truck .	它被剝奪了極其悲傷 。
so again , that was a real good match .	再一次 , 這是一個真正的魔法 。
we've known since we were babies .	我們從嬰兒身上都知道 。
including diversity of emotion .	包括情緒的多樣性 。
things seemed to be progressing .	事情似乎是進步的 。
a lot of people are likely to be left behind .	很多人應該離開後面 。
and worst of all , we will never know .	最糟的是 , 我們永遠不會知道 。
it was an amazing sort of insight for me .	這對我來說很驚人 。
it's something that comes out from the past .	它是從過去來的 。
and we didn't start with the easy places .	我們不從簡單的地方開始 。
sounds impossible , doesn't it ?	聽起來不可思議 , 不是嗎 ?
it has no nails or screws .	它沒有細節或掃描 。
this here is an obituary headline .	這是一個奇怪的頭條 。
ynh: yes , very much so .	妮:是的 , 非常多 。
his restaurant is open seven months every year .	他的餐廳每天都開了七個月 。
so get in the game . save the shoes .	所以在遊戲裡 , 拯救鞋子 。
it was , and feels , monumental .	它是 , 經營的 。
let's talk about a battle space .	我們來談一個蝙蝠的空間 。
for some reason , you guys are just really slow .	原因是 , 你只是很緩慢 。
nelson mandela gets two .	nononel已經有兩種 。
in person , fireflies are charming .	在一個人中 , 衝突正在挑戰 。
it took 15 years to make that phone call .	它花了15年才能製造手機 。
so the question is , where do we start this story ?	所以問題是 , 我們開始這個故事呢 ?
kleiber is about conditions in the world .	克里斯是關於世界的狀況 。
it's a piece of public mischief .	這是個公眾任務 。
ok . and how about this minibus ?	好吧 , 該怎麼辦 ?
that was taken on the last evening i was there .	最後我在那裏拍了 。
and finally our last rung: we take action .	最後我們最後的目標:我們要行動 。
drive the kids to school on the way to the office .	驅使孩子在辦公室上學 。
so we built this machine in this garage here .	我們在這裡建立了這個機器 。
did you notice this section is foreplay ?	你注意到這個秘密是為了塑膠嗎 ?
they produced flyers . they called offices .	他們生產了手指 , 他們稱之為辦公室 。
then remember those billions of information packets ?	接著 , 記住這些資訊包含了數十億的資料庫嗎 ?
man: i will tell all of you . just wait .	男子:我會告訴你們 。 等等 。
all violence against every child in every country . "	每個國家都有暴力 。 」
but tricking people about their own mind is hard .	但對自己的想法感到難以置信 。
right there is reason enough to have uniforms .	有足夠的理由 。
did he say fun ? rupert ? yes !	他說嗎 ? 俄羅斯嗎 ?
there's something absolutely real about rotation .	羅斯的確是真正真正的 。
let's multiply it by two .	咱們把它翻譯成兩個 。
they think we don't care what happens to them .	他們認為我們不在乎什麼 。
rp: you owe me 24 dollars .	理查:你給了我24美元 。
programmers take this capability for granted .	程式設計師需要這個能力 。
how much livestock do you need to produce this ?	你需要多少活力呢 ?
i know i can trust him because we're family .	我知道我可以信任他 , 因為我們是家人 。
that experience is what we call consciousness .	這就是我們稱之為意識 。
commodity prices are like this .	社交價格就像這樣 。
as soon as the car left , i went back .	一旦左邊 , 我回來了 。
and i have to admit this looks bad .	我必須承認這看起來很糟 。
where have i read them before ? ah , yes .	我在哪裡讀他們 ? ~ ~ ~ 是的 。
do you know who sponsored this research ?	你知道誰在這個研究中做些什麼 ?
everything about your life , about your body , grows !	關於你的人生 , 關於你的身體、你的身體、你的身體 , 成長 !
it's a promise to the kids .	它是小孩的承諾 。
the following bus , powers of 7 .	接下來的情況是7 。
i was tired of faking normal .	我很奇怪 。
it said yorktown on the stern .	這句話說在店裡 。
yeah , we get it , he's five .	是的 , 我們得到了 , 他五歲 。
i did another story on marine debris .	我在馬上做了另一個故事 。
they were the best team in the tournament .	他們是最好的團隊 。
they tell us things beyond what they represent .	他們告訴我們 , 他們代表什麼 。
