i think you need to be in the hospital .	我認為你需要在醫院裡 。
that can't be right . "	這不能是對的 。 」
there would still be dangers .	還會有危險 。
we are very far from it .	我們遠遠遠離它 。
twice as likely .	兩倍可能 。
i was just a kid back then .	我當時只是個小孩 。
and that's what you get .	這就是你所得到的 。
they continued doing exactly the same .	他們繼續做同樣的事 。
but the data says something different .	但數據顯示了不同的東西 。
the product was that airplane .	產品就是飛機 。
we're not alone , though .	不過 , 我們並不孤單 。
now , there's another problem .	現在 , 還有另一個問題 。
the goal is very clear .	目標非常清楚 。
we'll need an action .	我們需要行動 。
why are we conscious ?	為什麼我們意識到 ?
is there anyone else out there ?	還有其他人嗎 ?
and kathe did her job .	凱西做了她的工作 。
it was all rubble .	這一切都很困難 。
the young man should be made first .	年輕人應該先製作 。
this is a hologram .	這是一張照片 。
tabutni . thank you .	塔布尼 。 謝謝 。
why has the record been so poor ?	為什麼記錄如此貧窮 ?
and there's the sheep .	還有羊 。
now to the final approach .	最後一個方法 。
why do we sometimes cheat ?	為什麼我們有時會作弊 ?
now , here's another reason .	現在 , 這是另一個原因 。
i'm numb .	我麻木了 。
and here's the statement .	這是句話 。
it's a core question .	這是個核心的問題 。
that was the magic number .	這是魔術數字 。
and this is slowly starting .	這很快就開始了 。
so i came up with a plan .	所以我想出了一個計畫 。
so i wanted something to solve it .	所以我想要解決這個問題 。
it's going to be fun .	這將會很有趣 。
but how does it work , exactly ?	但它是怎麼運作的 ?
so that's a big change .	這是個大改變 。
they're just not moving .	他們不只是移動 。
maybe you've heard of her .	也許你聽過她 。
his vision was pretty poor .	他的願景非常貧窮 。
" i'm ok . "	「 我很好 。 」
sr: that is true .	sr:這是真的 。
and then you see a date .	然後你看到了約會 。
but then what happens in step three ?	但三步驟發生了什麼事 ?
and what has happened in the world ?	世界上發生了什麼事 ?
you decided to build a space company .	你決定建立一個空間公司 。
and everything that my office was doing .	我辦公室的一切都在做 。
we are not a special interest group .	我們不是特別興趣的團體 。
get yourself to a specialist center .	讓自己成為專家中心 。
hopefully , they will come .	希望他們會來 。
this might be a startling answer .	這可能是個令人驚訝的答案 。
they're paid for .	他們是支付的 。
np: i remember that .	np:我記得 。
" beth , " she said .	她說: 「 貝 , 她說 。
there are actually two tails .	其實有兩個尾巴 。
he had acromegaly .	他很棒 。
the second thing you need is light .	你需要的第二件事就是光 。
supercomputers same thing .	超級電腦也一樣 。
they watched the video over there .	他們看了影片 。
so i became my own intern .	所以我變成了我自己的內在 。
who is that going to come from ?	誰會從哪裡來 ?
well , what difference does this make ?	這會造成什麼不同 ?
i've talked to them .	我跟他們談過 。
now , it goes down to a .	現在 , 它往下降 。
because notice the porch here .	因為注意到這張圖 。
these are haikus .	這是haikus 。
i am an emotional creature .	我是情緒上的生物 。
we hear about them all the time .	我們常常聽到他們 。
so we did it . okay ?	所以我們做了 。 好嗎 ?
this gets you to 6 .	這讓你到6歲 。
we need help . we need help .	我們需要幫助 。 我們需要協助 。
and i can repeat that .	我可以重複 。
yet i had that piece of paper .	但我有這張紙 。
and it didn't stop there .	它沒有停止在那裡 。
her name is esther .	她的名字是esther 。
then we can start to use cells .	接著我們可以開始使用細胞 。
come , let's go inside .	來吧 , 讓我們進去 。
and what did i say about work ?	我怎麼說呢 ?
i suppose we are . "	我假設我們是 。 」
five factorial is 120 .	五個工廠是120 。
he said , " be you . "	他說: 「 請你 。 」
secondly , that's wrong .	第二 , 錯了 。
i put my hopes in front .	我把希望放在前面 。
decision scientists are people like me .	決策科學家和我一樣 。
and the answer is that they do .	答案是 , 他們確實做到了 。
mr: thank you .	馬:謝謝你 。
and they go up easily .	他們很容易就走上去 。
we got reports like this .	我們得到像這樣的報告 。
start by doing no harm .	從沒有傷害開始 。
talk about a few of them .	來談談談其中一些 。
one was that they be american .	第一 , 他們是美國人 。
so what about the next step ?	那麼下一步呢 ?
we wanted to do something different .	我們想要做不同的事 。
so this was a great project .	這是個很棒的計畫 。
but is it really that easy ?	但這真的很簡單嗎 ?
there is this other powerful feeling .	還有另一種強大的感覺 。
it's tedious .	它很嚴肅 。
just spread them around .	只要散播到處 。
what would that system look like ?	那系統會是什麼樣子 ?
and yet , it never happens .	然而 , 它從來沒有發生過 。
schoolchildren play .	學校長的玩具 。
were you vulnerable ?	你是脆弱嗎 ?
the design comes from within .	設計來自內部 。
we play with coins .	我們用硬幣來玩 。
did you see what i did ?	你看到我做了什麼 ?
how far can we take it ?	我們有多遠呢 ?
all companies die , all companies .	所有公司都死了 , 所有公司 。
and we knew we were right .	我們知道我們是對的 。
they dumped us there .	他們把我們丟在那裡 。
it's given to you .	這對你來說是有給予的 。
live long and prosper .	長壽和繁榮 。
which would you choose ?	你會選擇哪些 ?
there's no manual .	沒有手冊 。
the difference is intent .	差異不多是意外的 。
i found no flaw .	我發現沒有瑕疵 。
he couldn't understand that .	他無法理解 。
and that's not all .	這不是全部 。
well , guess what ?	嗯 , 猜猜怎麼辦 ?
they can't see me .	他們看不見我 。
take a look at our planet .	看看我們的星球 。
sound familiar ?	聽起來很熟悉嗎 ?
so thank you very much .	非常感謝各位
so how do you do that ?	所以 , 你怎麼做呢 ?
jd: it varies .	jd:它改變了 。
ab: yes ? good .	ab:是嗎 ? 很好 。
let’s take numbers .	讓我們來數字 。
what do we worship ?	我們擔心什麼 ?
so how does this all work ?	所以這一切是怎麼運作的 ?
do you worry much ?	你很擔心嗎 ?
this is what some people think .	這是有些人認為的 。
where do we go from here ?	我們從這裡到哪裡 ?
thank you all very much .	謝謝大家 。
this is a picture of culture .	這是文化的照片 。
i don't get that .	我不懂 。
there could be other solutions .	還有其他解決方案 。
so it went something like this .	所以它就這樣做了 。
but i do think you can .	但我認為你可以 。
so this is very powerful .	這是非常強大的 。
it got quieter .	它變得安靜 。
the news loved it .	新聞很喜歡它 。
what's going on there ?	到底發生了什麼事 ?
i thought that was really interesting .	我想這真的很有趣 。
it's just cash .	這只是個洞穴 。
how could you forget ?	你該如何忘記 ?
and it's not new .	這不是新的 。
representative government began to form .	代表政府開始形成 。
we are fighting against this .	我們正在對抗這一點 。
just quickly on the results .	很快的結果 。
that was the future , right ?	那是未來 , 對吧 ?
so i thanked ed .	所以我感謝ed 。
idea number three is listening .	第三個想法在聆聽 。
the wire is ready .	電線已經準備好了 。
really firstclass .	真的是第一階級 。
well , it's not .	嗯 , 這不是 。
but this was 1963 .	但這是1963年 。
it's called color .	它叫做顏色 。
let's find out .	讓我們找出答案 。
thank you very much .	謝謝
let me show you this .	讓我給你們看一下 。
so when you put four .	所以 , 當你把四點放在一起 。
but i need your help .	但我需要你的幫忙 。
thank you very much .	謝謝
some hands going up .	有些手伸出去 。
so how does it work ?	所以它如何運作呢 ?
a good example is this .	一個很好的例子就是這樣 。
globalize trade .	全球化貿易 。
but what do you do ?	但你該怎麼辦 ?
that was not my best .	這不是我最好的 。
no one wants that .	沒有人想要這樣 。
but i believe in them .	但我相信他們 。
entirely new requirement .	全新的需求 。
so what did we find ?	所以我們發現了什麼 ?
and i am thankful .	我非常感謝 。
so what can we do ?	所以 , 我們能怎麼辦 ?
that was the new reality .	那是新現實 。
it's your money .	這是你的錢 。
so why is this important ?	為什麼這很重要 ?
so what does that mean ?	這意味著什麼呢 ?
so we made this thing .	所以我們做了這個東西 。
thank you very much .	謝謝
i don't know .	我不知道 。
thank you very much !	謝謝 !
thank you very much .	謝謝
" the business is on .	「 企業在上 。
now there is another one .	現在還有另一個 。
why english ?	為什麼英語 ?
okay ? ready ?	好嗎 ? 準備好了嗎 ?
it is a beautiful room .	這是個美麗的房間 。
what might that look like ?	那看起來是什麼樣子 ?
we say they explore .	我們說他們探索了 。
the heat was on .	熱量正在上升 。
this young woman was me .	這位年輕女士是我 。
" lifesized . "	「 生命化 」 。
that moment changed my life .	那一刻改變了我的人生 。
come on , keep up .	來吧 , 繼續下去 。
how can we know this ?	我們如何知道這一點 ?
young , bad boys .	年輕、壞男孩 。
why would it be wrong ?	為什麼會錯 ?
and it can do that .	它可以做到 。
how did he learn them ?	他如何學會他們 ?
we only have them once .	我們只有一次 。
what should it be for ?	該怎麼辦 ?
to calm down .	要冷靜下來 。
i got really sick .	我生病了 。
they call her names .	他們稱她為名字 。
and i live there now .	我現在住在那裡 。
they are not the truth .	他們不是真相 。
we experimented on ourselves .	我們自己實驗了 。
i love nasa .	我喜歡nasa 。
life is not about you .	人生不是你 。
which i certainly was .	我肯定是這樣 。
this is just trained .	這只是訓練了 。
this is their plan .	這是他們的計畫 。
i just . . .	我只是......
and here it is .	這裡是這樣 。
silence .	沉默 。
you can see it .	你可以看到它 。
what is math ?	數學是什麼 ?
so i did that .	所以我這麼做了 。
everyone can be wrong .	每個人都錯了 。
you talk about it .	你談到它 。
i just did things .	我只是做點事 。
how have you been ?	你是怎麼來的 ?
guess what ?	猜猜怎麼辦 ?
and why is that ?	為什麼會這樣 ?
what does this mean ?	這意味著什麼 ?
i did it myself .	我自己做了 。
i didn’t .	我沒有 。
but we wanted them .	但我們希望他們 。
it won't .	它不會 。
false .	假的 。
ohhhh .	喔 , ~
here is the thing .	這是一件事情 。
and so it goes .	所以它就開始了 。
of course they are .	當然 , 他們是 。
consider facit .	想想水果 。
they also live deep .	他們也活在深處 。
sales were up .	銷售是上升的 。
it feels great .	感覺很棒 。
you're live .	你活著 。
" showers ? "	「 觀眾 ? 」
love , action .	愛、行動 。
i could not believe .	我無法相信 。
really cool stuff .	真的很酷 。
run away . run .	跑走 , 跑走 。
you try it out .	你試試試看 。
we can make history .	我們可以創造歷史 。
what would i feel ?	我會感覺到什麼 ?
how important is this ?	這是多麼重要的呢 ?
it is so hard .	非常困難 。
it's amazing .	真是太棒了 。
business knows this .	企業知道這點 。
they certainly do .	他們肯定會這樣做 。
we have understanding .	我們了解了 。
not quite .	不是真的 。
whew !	哇 !
there she is .	她在那裡 。
and the world ?	世界呢 ?
this was europe .	這是歐洲 。
why is that ?	為什麼會這樣 ?
so . . .	所以......
so . . .	所以......
check .	看看 。
this is important .	這很重要 。
you must get ?	你必須得到嗎 ?
you blog .	你部落格 。
ca: yes .	克里斯:是的 。
yes . exactly .	是的 。 沒錯 。
deal with it .	處理它 。
witness .	見證 。
so i did .	所以 , 我做到了 。
audience: hi .	觀眾:嗨 。
should you know ?	你知道嗎 ?
she asked me .	她問我 。
how bad ? "	多糟 ? 」
patient: two .	病人:兩個 。
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thanks .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thanks .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thanks .	謝謝
thank you .	謝謝
thank you .	謝謝
ok .	好 。
been there .	在那裡 。
thank you .	謝謝
sort of .	有點像 。
true story .	真實的故事 。
know why ?	你知道為什麼 ?
well done .	做得很好 。
can we ?	我們可以嗎 ?
at all .	整體來說 。
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
nah !	喔 !
okay .	好 。
thank you .	謝謝
thank you .	謝謝
i know .	我知道 。
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
good .	很好 。
seven .	七 。
ever .	曾經 。
no .	不 。
why ?	為什麼 ?
and i was in munich a few weeks ago .	幾週前我在孟買 。
so , you get this vicious cycle .	所以 , 你得到這個惡性循環 。
but now i understand that it is a record of the beginning .	但現在我知道這是一開始的記錄 。
they had no voice . they didn't believe in themselves .	他們沒有聲音 , 他們不相信自己 。
nobody really did anything with it , pretty much .	沒有人真的做任何事 , 相當多 。
the problem is that people are not aware of it .	問題是 , 人們並不意識到 。
it's a part of the spiritual world .	這是精神世界的一部分 。
but we shouldn't take it for granted .	但是我們不應該為理所當然 。
it used to be that we were separated by time .	以前我們被時間分離了 。
it's a horrible term of trade .	這是一個很糟糕的交易方式 。
in those days , this was the height of technology .	在那天 , 這是科技的高度 。
aluminum foil . everybody has a cat .	鋁化石 , 每個人都有貓 。
all of this is happening without firing a shot .	這一切都在發生 , 沒有飛機拍攝 。
we become afraid and suspicious .	我們變得害怕、懷疑 。
this idea is taking hold outside of sports .	這個想法是在運動外面 。
and how was i going to snowboard again ?	我要如何再次瀏覽 ?
we'd like to know what particle it is .	我們想要知道粒子是什麼 。
it's a dinosaur like no other .	恐龍和其他的恐龍一樣 。
" it sounds like you feel you're not safe .	「 聽起來就像你覺得你不安全 。
you get health insurance ? dental ?	你得到健康保險嗎 ?
this seems a very strange idea , right ?	這聽起來很奇怪 , 對吧 ?
and so this is why we turned to these guys here .	這就是為什麼我們轉向這些人 。
yes , bert , yes , i read about it .	是的 , bert , 是的 , 我讀到它 。
maybe it could make people relax effectively .	也許它可以讓人們更有效地回應 。
there's no excuse for this mistake .	對於這個錯誤來說 , 沒有例外 。
but generally speaking , most of us don't .	但一般來說 , 大多數人都不說話 。
and we've been on a journey .	我們一直在旅程上 。
there are more things that i think that i want to do .	我認為我想要做更多事情 。
richard searfoss: good luck .	理查.搜尋:好運氣 。
it may even be subject to elimination .	這甚至可能是消滅的主題
i very much wanted to be the class monitor .	我非常想成為教室監獄 。
it's a liquid that is completely black .	這是完全黑的液體 。
that's it ; that's the lecture .	這是它 , 這是這個課程 。
because i want to simplify them for you .	因為我想要給你們簡化 。
i'm not a betting man , you know .	我不是打賭男人 , 你知道 。
it's a shapeshifter , for one thing .	這是一種形狀 , 一個東西 。
and this was kind of a shocker to me .	這對我來說有點震驚 。
skin displacement: another big deal .	皮膚解釋:另一個大問題 。
now , this is sort of worrying news .	這有點令人擔心 。
why do people stream themselves playing video games ?	為何人們會偷偷玩電玩遊戲 ?
it's shocking , isn't it ?	令人震驚 , 不是嗎 ?
what we found is quite remarkable .	我們發現非常驚人 。
so leave it up to your own imagination .	所以 , 放棄你自己的想像力 。
this is a brain from a lamprey eel .	這是從雷射的大腦 。
probably not next tuesday , either .	可能不是下週五 。
we still need some kind of management matrix .	我們仍然需要一些管理的矩陣 。
flowers will arrive by the truckload .	花朵會到達卡車 。
and indeed that's exactly what stars do .	事實上 , 恆星的確是如此 。
so i researched everything i possibly could .	所以我研究了我所能做的一切 。
and " does it invoke curiosity ? "	「 它是否不像好奇心 ? 」
you're talking to the criminals .	你正在和犯罪者交談 。
treetop barbie is a great example of that .	樹木芭比是個很好的例子 。
but when someone says , " really ? huh .	但當有人說: 「 真的嗎 ? 哈 。
intelligence is defined by prediction .	智慧被預測定義 。
tajfel was born in poland in 1919 .	塔吉爾在191919年出生 。
ask yourself: do i really need that adverb ?	問問自己:我真的需要那個廣告嗎 ?
and the truth is , it really doesn't take much .	事實是 , 它真的不需要太多 。
we even built a theater there 3d movie .	我們甚至建造了一個劇院 , 在那裡3d電影 。
supernova explosions are very extreme .	超新星爆炸非常極端 。
we can help poor families build a better future .	我們可以幫助貧窮家庭建立更好的未來 。
and i want to tell you how this gun can help .	我想告訴各位 , 這槍如何幫助 。
dm: you tagged me in this post .	dm:你把我標記在這個後面 。
and when people ask me , " are these words real ? "	當人們問我: 「 這些字是真的嗎 ? 」
they love rock music , pop culture , american culture .	他們喜歡搖滾音樂、音樂文化、美國文化 。
we need to put this better market feedback .	我們需要讓這個更好的市場回饋 。
for you cannot love what you do not know exists .	你不喜歡你所知的事物 。
ks: two d . j . decks .	凱特:兩位dj.decks 。
and it was his universe on punch cards .	這是他的宇宙在懲罰卡片上 。
but the question is: can we own our duality ?	但問題是:我們可以擁有我們的責任嗎 ?
and the girl said , " they will in a minute . "	女孩說: 「 他們會一分鐘 。 」
she was called " crazy " and fired .	她被稱為 「 瘋狂 」 和 「 火 」 。
do what you need to do to go another round .	你需要做些什麼 , 去另一條路 。
that leaves 5 empty faces on each .	這會讓每個面孔上有5個空虛的臉 。
but first , see what a miserable lot we are .	但首先 , 看看我們所處的是什麼 。
it was , like , this is my time for shine .	就像這樣 , 這是我拍攝的時代 。
the second tool we reach for is incentives .	我們接觸到的第二個工具是激勵力 。
jc: the relationship evolves over time .	jc:關係不斷進化 。
and that is the story of jack andraka .	這是jackandraka的故事 。
okay , you've got something ? one more thing .	好吧 , 你有東西嗎 ? 再多一點 。
nearly every year for more than a hundred years . . .	幾乎每年超過一百年 。
and that was just a small percentage of the dead .	這只是死亡的一小部分 。
they're not under nda either .	他們也不是在盧安達 。
and it's not just water that this works with .	這不只是水 。
we see this in the public sector as well .	我們也在公共部門看到這一點 。
those waves have long since faded .	那些波從死以來就長了 。
these are community affairs , by the way .	順帶一提 , 這些都是社區的員工 。
but we don't really know how and why that happens .	但我們不知道為什麼會發生 。
there's so many people who feel the way i do .	有這麼多人覺得我是這樣 。
he had left people and their communities out .	他離開了人們和社區 。
so let me just give you the map view of this stuff .	讓我給你們看一下這個東西的地圖 。
so you're probably all wondering: the cave .	你可能都在想:洞穴 。
thank you very much and have a nice night .	非常感謝各位 , 晚上有個很好的晚 。
and i need to go back to work for the american people .	我必須回到美國人的工作 。
but what about our ability to sense and control these things ?	但 , 我們能感受到和控制這些東西的能力是什麼 ?
we are overwhelmed with natural gas .	我們對自然氣體有過重大的氣體 。
ninetyfive percent of them just stopped .	百分之九十五的人停下來 。
and it's even better , because it's free .	它更好 , 因為它是免費的 。
i think e pluribus unum is global .	我認為大量的損失是全球性的 。
but most biologics also have a flaw .	但大部分的生物學也有瑕疵 。
well , one way to express choice is through the market .	嗯 , 要表達選擇的方法之一是透過市場來表達 。
naughty umm elsaad .	醜陋的腫瘤 。
stephen covey said it very beautifully .	史蒂芬·柯維尼說得非常漂亮 。
in 2000 , we had six billion people on the planet .	2000年 , 我們在地球上有六十億人 。
like , how do they know that's the time ?	例如 , 他們怎麼知道這段時間 ?
the caregiver seeks the baby .	照顧者尋找寶寶 。
dh: everything up here's ok ?	dh:這裡的一切都好嗎 ?
we got rid of the stuff that didn't .	我們擺脫了那些沒有的東西 。
so now i have to improvise again .	現在我必須再次改善 。
robbie mizzone: thank you .	羅比西.米茲:謝謝你 。
the final movement is called mounds .	最後的動作叫做 「 移動 」 。
well , it's not rocket science .	嗯 , 這不是火箭科學 。
it happened to lots of mammals .	很多哺乳類動物都發生了 。
you dress well . you know how to speak .	你喝得很好 , 你知道如何說話 。
the reason for this is the way we make decisions .	原因是我們做出決策的方式 。
if that doesn't work , i use my phone .	如果這不行 , 我用手機 。
it ends where it begins from to complete itself .	最後 , 它從完全自我開始 。
i was going toward him without even thinking about it .	我即使沒有考慮過他 , 我會向他走 。
can we do a quick show of hands ?	我們能快速地舉手嗎 ?
let's start with epinephrine .	讓我們從腎上腺開始 。
think back to a really vivid memory .	回到一個非常活躍的記憶 。
now , ted is just a small part of this .	現在 , ted只是一小部分 。
this is the seven billion people that live in the world .	這是世界上七十億人的生活 。
can we all just close our eyes for a minute ?	我們都能閉上眼睛嗎 ?
this is a film , the one called toys .	這是一部電影 , 叫做玩具 。
the fourth year , we were just short of 100 .	第四年 , 我們只有一百人 。
your telomeres do just fine .	你的端粒是好的 。
but she had a factor that was very important .	但她有一個非常重要的工廠 。
and he thinks a robot has to be really slow .	他認為機器人必須很慢 。
it's taken off the delivery truck .	它被關掉 , 非常卡車 。
so again , that was a real good match .	再一次 , 這是個很好的矩陣 。
we've known since we were babies .	我們從小時候就知道了 。
including diversity of emotion .	包括情緒多樣性 。
things seemed to be progressing .	事情似乎是進步的 。
a lot of people are likely to be left behind .	很多人可能離開後面 。
and worst of all , we will never know .	最糟的是 , 我們永遠不會知道 。
it was an amazing sort of insight for me .	對我來說 , 這真是令人驚訝 。
it's something that comes out from the past .	這是從過去出來的東西 。
and we didn't start with the easy places .	我們並沒有從簡單的地方開始 。
sounds impossible , doesn't it ?	聽起來不可能 , 對吧 ?
it has no nails or screws .	它沒有細節或雕塑 。
this here is an obituary headline .	這是一篇訃文的標題 。
ynh: yes , very much so .	yn:是的 , 太多了 。
his restaurant is open seven months every year .	他的餐廳每年開了七個月 。
so get in the game . save the shoes .	拿到遊戲 , 拯救鞋子 。
it was , and feels , monumental .	它是 , 感覺、紀念 。
let's talk about a battle space .	讓我們來談一場戰鬥空間 。
for some reason , you guys are just really slow .	基於某些原因 , 你的人很慢 。
nelson mandela gets two .	尼爾森曼德拉兩人 。
in person , fireflies are charming .	在人身上 , 螢火蟲正在混亂 。
it took 15 years to make that phone call .	它花了15年才能讓手機打電話 。
so the question is , where do we start this story ?	所以問題是 , 我們要如何開始這個故事 ?
kleiber is about conditions in the world .	克萊伯特是關於世界上的條件 。
it's a piece of public mischief .	這是個公共誤解 。
ok . and how about this minibus ?	好 , 那我要怎麼辦呢 ?
that was taken on the last evening i was there .	那是我最後一個晚上拍攝的 。
and finally our last rung: we take action .	最後我們最後一步:我們採取行動 。
drive the kids to school on the way to the office .	把孩子帶到辦公室 。
so we built this machine in this garage here .	所以我們在這個垃圾桶裡建立了這個機器 。
did you notice this section is foreplay ?	你有注意到這個區塊是什麼 ?
they produced flyers . they called offices .	他們製造手指 , 他們叫辦公室 。
then remember those billions of information packets ?	還記得數十億個資訊包裝嗎 ?
man: i will tell all of you . just wait .	男士:我會告訴你們所有人 。 等等 。
all violence against every child in every country . "	每個國家的每個孩子都對抗暴力 。 」
but tricking people about their own mind is hard .	但 , 令人驚訝的是 , 他們自己的想法很困難 。
right there is reason enough to have uniforms .	這裡有足夠的理由 。
did he say fun ? rupert ? yes !	他說好玩嗎 ? 魯特 ? 沒錯 !
there's something absolutely real about rotation .	旋轉是非常真實的 。
let's multiply it by two .	讓我們用兩種方式來解決這個問題 。
they think we don't care what happens to them .	他們認為我們不在乎他們發生什麼事 。
rp: you owe me 24 dollars .	理查:你給我24美元 。
programmers take this capability for granted .	程式設計師採取這個能力 。
how much livestock do you need to produce this ?	你需要多少活力 ?
i know i can trust him because we're family .	我知道我可以信任他 , 因為我們是家人 。
that experience is what we call consciousness .	這經驗是我們所謂的意識 。
commodity prices are like this .	汽車價格就像這樣 。
as soon as the car left , i went back .	左邊的車子 , 我回去了 。
and i have to admit this looks bad .	我必須承認這看起來很糟 。
where have i read them before ? ah , yes .	我之前讀過哪裡 ? 啊 , 是的 。
do you know who sponsored this research ?	你知道誰贊助這個研究 ?
everything about your life , about your body , grows !	關於你人生的一切 , 關於你的身體、成長 !
it's a promise to the kids .	對孩子來說 , 這是個承諾 。
the following bus , powers of 7 .	接下來的巴士 , 7.
i was tired of faking normal .	我厭倦了正常的飛行 。
it said yorktown on the stern .	它在店裡說 , 紐約市 。
yeah , we get it , he's five .	是的 , 我們得到了五個 。
i did another story on marine debris .	我在海洋辯論上做了另一個故事 。
they were the best team in the tournament .	他們是最好的團隊 。
they tell us things beyond what they represent .	他們告訴我們 , 超越他們代表的事物 。
mockus then challenged citizens .	摩克斯接著挑戰公民 。
