i think you need to be in the hospital .	我覺得你需要在醫院裡 。
you must get ?	你一定會得到嗎 ?
you blog .	你部落格 。
ca: yes .	克:是的 。
yes . exactly .	是的 。
deal with it .	處理它 。
witness .	目擊證實 。
so i did .	所以我做了 。
audience: hi .	觀眾:嗨 。
should you know ?	你知道嗎 ?
she asked me .	她問我 。
how bad ? "	多麼糟 ? 」
patient: two .	病人:兩個 。
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thanks .	感謝 。
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thanks .	感謝 。
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thanks .	感謝 。
thank you .	謝謝
thank you .	謝謝
ok .	好了 。
been there .	在那裡 。
thank you .	謝謝
sort of .	像這樣 。
true story .	真正的故事 。
know why ?	知道為什麼嗎 ?
well done .	做得很好 。
can we ?	我們能嗎 ?
at all .	一切都是如此 。
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
nah !	娜哈 !
okay .	好的 。
thank you .	謝謝
thank you .	謝謝
i know .	我知道 。
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
good .	好的 。
seven .	七個 。
ever .	沒錯過 。
no .	沒有 。
why ?	為什麼 ?
and i was in munich a few weeks ago .	幾週前 , 我在蒙尼克 。
so , you get this vicious cycle .	所以 , 你得到了這個惡劣的循環 。
but now i understand that it is a record of the beginning .	但現在我了解這是一開始的紀錄片 。
they had no voice . they didn't believe in themselves .	他們沒有聲音 。 他們沒有聲音 。
nobody really did anything with it , pretty much .	沒有人真的做了任何事 。
the problem is that people are not aware of it .	問題是 , 人們沒有意識到它 。
it's a part of the spiritual world .	它是靈魂世界的一部分 。
but we shouldn't take it for granted .	但我們不應該把它視為理所當然的 。
it used to be that we were separated by time .	以前我們被時間分開 。
it's a horrible term of trade .	這是個可怕的貿易 。
in those days , this was the height of technology .	在那天 , 這是科技的高度 。
aluminum foil . everybody has a cat .	一隻貓 。 每個人都有一隻貓 。
all of this is happening without firing a shot .	這一切都發生在發生 。
we become afraid and suspicious .	我們變得害怕、懷疑 。
this idea is taking hold outside of sports .	這個想法在運動的運動中獲得運動 。
and how was i going to snowboard again ?	我又如何再次滑雪板呢 ?
we'd like to know what particle it is .	我們想要知道粒子是什麼 。
it's a dinosaur like no other .	這是恐龍的恐龍 。
" it sounds like you feel you're not safe .	「 它聽起來像你覺得你不安全 。
you get health insurance ? dental ?	你得到健康保險嗎 ?
this seems a very strange idea , right ?	這似乎是個非常奇怪的想法 , 對吧 ?
and so this is why we turned to these guys here .	這就是為什麼我們轉向這些傢伙 。
yes , bert , yes , i read about it .	是的 , 我讀到它 。
maybe it could make people relax effectively .	或許它可以讓人們放鬆有效 。
there's no excuse for this mistake .	沒有這種錯誤 。
but generally speaking , most of us don't .	但一般來說 , 大部分人都沒有 。
and we've been on a journey .	我們在旅程上旅行 。
there are more things that i think that i want to do .	我覺得我想要做些什麼 。
richard searfoss: good luck .	理查:好幸運 。
it may even be subject to elimination .	甚至是主題的主題 。
i very much wanted to be the class monitor .	我很想成為教師 。
it's a liquid that is completely black .	它是完全黑人的液體 。
that's it ; that's the lecture .	那是個課題 。
because i want to simplify them for you .	因為我想要給你們看 。
i'm not a betting man , you know .	我不是一個人 , 你知道的 。
it's a shapeshifter , for one thing .	它是一種形狀的形狀 , 一個東西 。
and this was kind of a shocker to me .	這對我來說是個令人震驚的震撼 。
skin displacement: another big deal .	皮膚表明:另一種大事 。
now , this is sort of worrying news .	這有點擔心消息 。
why do people stream themselves playing video games ?	為什麼人們在玩電玩電玩遊戲 ?
it's shocking , isn't it ?	它令人震驚 , 對吧 ?
what we found is quite remarkable .	我們發現了很不可思議的 。
so leave it up to your own imagination .	所以 , 放棄你的想像力 。
this is a brain from a lamprey eel .	這是個大腦來自一個雷射電池 。
probably not next tuesday , either .	可能不是下一個星期二 。
we still need some kind of management matrix .	我們仍然需要一些管理矩陣 。
flowers will arrive by the truckload .	花朵會在卡車上傳播 。
and indeed that's exactly what stars do .	事實上 , 這就是星星所做的 。
so i researched everything i possibly could .	所以我研究了我所做的一切 。
and " does it invoke curiosity ? "	「 它有好奇心嗎 ? 」
you're talking to the criminals .	你和犯罪者有關 。
treetop barbie is a great example of that .	樹木芭比是個很好的例子 。
but when someone says , " really ? huh .	但當有人說: 「 真的啊 ? 」
intelligence is defined by prediction .	智慧是被預測的 。
tajfel was born in poland in 1919 .	泰爾出生在1919年 。
ask yourself: do i really need that adverb ?	問問自己:我真的需要嗎 ?
and the truth is , it really doesn't take much .	事實是 , 真相是 , 真相是 , 真相不足 。
we even built a theater there 3d movie .	我們甚至建造了一個劇院 。
supernova explosions are very extreme .	超新星爆炸非常極端 。
we can help poor families build a better future .	我們可以協助貧窮家庭建立更好的未來 。
and i want to tell you how this gun can help .	我想告訴各位 , 這槍能幫助什麼 。
dm: you tagged me in this post .	dm:你把我貼在這張圖上 。
and when people ask me , " are these words real ? "	當人們問我: 「 這些字真的是真的嗎 ? 」
they love rock music , pop culture , american culture .	他們喜愛羅克音樂、文化、文化 。
we need to put this better market feedback .	我們需要更好的市場回饋 。
for you cannot love what you do not know exists .	你無法愛你所知的存在 。
ks: two d . j . decks .	ks:兩位dj.
and it was his universe on punch cards .	他的宇宙是他的宇宙 。
but the question is: can we own our duality ?	但問題是:我們是否能擁有自己的權利 ?
and the girl said , " they will in a minute . "	女孩們說: 「 他們花了一分鐘 。 」
she was called " crazy " and fired .	她被稱為 「 瘋狂 」 和火焰 。
do what you need to do to go another round .	你需要做些什麼 , 去找另一個圓圈 。
that leaves 5 empty faces on each .	每個人都有5個空的臉孔 。
but first , see what a miserable lot we are .	但首先 , 看到我們有多麼糟糕 。
it was , like , this is my time for shine .	像這樣 , 這是我的時間 。
the second tool we reach for is incentives .	第二個工具就是激勵人 。
jc: the relationship evolves over time .	jc:隨著時間的關係演化 。
and that is the story of jack andraka .	這是傑克·薩克的故事 。
okay , you've got something ? one more thing .	好了 , 你有更多東西嗎 ?
nearly every year for more than a hundred years . . .	幾乎每年超過一百年 。
and that was just a small percentage of the dead .	那只是個小小的死亡率 。
they're not under nda either .	他們也不是在倫敦 。
and it's not just water that this works with .	不只是用水來處理 。
we see this in the public sector as well .	我們在公共部門也看到了這個 。
those waves have long since faded .	那些波長得很久 。
these are community affairs , by the way .	這些是社區的成員 。
but we don't really know how and why that happens .	但我們不知道為什麼會發生什麼事 。
there's so many people who feel the way i do .	有許多人感受到我所做的 。
he had left people and their communities out .	他離開了人民和他們的社區 。
so let me just give you the map view of this stuff .	讓我給你們看一下這個東西的圖觀 。
so you're probably all wondering: the cave .	所以你可能都在想:洞穴 。
thank you very much and have a nice night .	非常感謝你 , 非常感謝你 , 還有一個很好的夜晚 。
and i need to go back to work for the american people .	我必須回到美國人的工作 。
but what about our ability to sense and control these things ?	但 , 我們的能力能控制這些東西嗎 ?
we are overwhelmed with natural gas .	我們是天然氣體的天然氣體 。
ninetyfive percent of them just stopped .	百分之九十五的人都停止了 。
and it's even better , because it's free .	甚至更好 , 因為它是免費的 。
i think e pluribus unum is global .	我認為 , 全球是全球性的 。
but most biologics also have a flaw .	但大部分的生物也有一面 。
well , one way to express choice is through the market .	嗯 , 一個方法是透過市場來表達選擇 。
naughty umm elsaad .	納米爾斯·艾薩德 。
stephen covey said it very beautifully .	史蒂芬·柯維說很美麗 。
in 2000 , we had six billion people on the planet .	2000年 , 我們有六十億人口 。
like , how do they know that's the time ?	例如 , 他們知道那是怎麼回事 ?
the caregiver seeks the baby .	照護者發現嬰兒 。
dh: everything up here's ok ?	dh:一切都好了嗎 ?
we got rid of the stuff that didn't .	我們拿掉了這些東西 。
so now i have to improvise again .	現在我必須再次改善 。
robbie mizzone: thank you .	羅比·米桑尼:謝謝你 。
the final movement is called mounds .	最後一個運動叫做 「 運動 」 。
well , it's not rocket science .	這不是火箭科學 。
it happened to lots of mammals .	它發生了很多哺乳動物 。
you dress well . you know how to speak .	你很高興 , 你知道如何說話 。
the reason for this is the way we make decisions .	這就是我們做出決策的方式 。
if that doesn't work , i use my phone .	如果那沒有工作 , 我用手機 。
it ends where it begins from to complete itself .	最後一開始 , 它會從完整的自我開始 。
i was going toward him without even thinking about it .	我還沒想過他 。
can we do a quick show of hands ?	我們能做一個快速的舉手嗎 ?
let's start with epinephrine .	咱們從心理開始 。
think back to a really vivid memory .	回到一個真正的記憶體 。
now , ted is just a small part of this .	ted只是個小小的部分 。
this is the seven billion people that live in the world .	這是世界上七十億人的生活 。
can we all just close our eyes for a minute ?	我們只能靠近眼睛嗎 ?
this is a film , the one called toys .	這是一部電影 , 叫做ys 。
the fourth year , we were just short of 100 .	第四年 , 我們只是短短100歲 。
your telomeres do just fine .	你的端粒子就好了 。
but she had a factor that was very important .	但她有一個因素非常重要 。
and he thinks a robot has to be really slow .	他認為一個機器人必須非常慢 。
it's taken off the delivery truck .	它被消耗掉了 。
so again , that was a real good match .	所以 , 這是個非常好的配合 。
we've known since we were babies .	我們已經知道自己是嬰兒 。
including diversity of emotion .	包括多樣性的情緒 。
things seemed to be progressing .	似乎是進步的 。
a lot of people are likely to be left behind .	許多人都可能被留下去 。
and worst of all , we will never know .	最糟的是 , 我們永遠不會知道 。
it was an amazing sort of insight for me .	這對我來說是個令人驚奇的觀點 。
it's something that comes out from the past .	它是來自過去的 。
and we didn't start with the easy places .	我們沒有從簡單的地方開始 。
sounds impossible , doesn't it ?	聽起來不可能 , 不是嗎 ?
it has no nails or screws .	它沒有nail或螢幕 。
this here is an obituary headline .	這是個非凡的頭條 。
ynh: yes , very much so .	尤:是的 , 非常多 。
his restaurant is open seven months every year .	他的餐廳每天都打開七個月 。
so get in the game . save the shoes .	所以 , 在遊戲中 , 拯救鞋子 。
it was , and feels , monumental .	它是 , 感覺到 , 感覺 。
let's talk about a battle space .	咱們來談談一個戰場 。
for some reason , you guys are just really slow .	有些原因 , 你的傢伙真的很慢 。
nelson mandela gets two .	尼爾遜·曼德拉有兩種 。
in person , fireflies are charming .	在人身上 , 火焰是慈善的 。
it took 15 years to make that phone call .	花了15年的時間來打電話 。
so the question is , where do we start this story ?	所以問題是 , 我們在哪裡開始這個故事 ?
kleiber is about conditions in the world .	克萊布爾在世界各地的狀況 。
it's a piece of public mischief .	這是個公共的公共事務 。
ok . and how about this minibus ?	好了 , 又是怎麼回事呢 ?
that was taken on the last evening i was there .	最後一晚我就在上去了 。
and finally our last rung: we take action .	最後的最後一步:我們採取行動 。
drive the kids to school on the way to the office .	讓孩子們去學校去辦公室 。
so we built this machine in this garage here .	所以 , 我們在這台機器打造了這台機器 。
did you notice this section is foreplay ?	你注意到這張圖片嗎 ?
they produced flyers . they called offices .	他們製造飛機 , 他們叫辦公室 。
then remember those billions of information packets ?	還記得那些數十億的資訊包容嗎 ?
man: i will tell all of you . just wait .	男子:我會告訴你們 , 等等 。
all violence against every child in every country . "	全國各個國家都有暴力 。 」
but tricking people about their own mind is hard .	但 , 讓人難以置信 。
right there is reason enough to have uniforms .	因為有足夠的理由足夠有足夠的理由 。
did he say fun ? rupert ? yes !	他說有趣嗎 ? 是的 。
there's something absolutely real about rotation .	真正的轉變是真實的 。
let's multiply it by two .	咱們來用兩種方式來分析它 。
they think we don't care what happens to them .	他們認為我們不在乎發生什麼事 。
rp: you owe me 24 dollars .	rp:你給我24美元 。
programmers take this capability for granted .	程式設計師可以把這個能力放到 。
how much livestock do you need to produce this ?	你需要生產多少東西 ?
i know i can trust him because we're family .	我知道我可以相信他 , 因為我們是家人 。
that experience is what we call consciousness .	這就是我們所謂的意識 。
commodity prices are like this .	商業價格就像這樣 。
as soon as the car left , i went back .	當車離開時 , 我回來了 。
and i have to admit this looks bad .	我必須承認這看起來很糟 。
where have i read them before ? ah , yes .	我在之前讀過他們嗎 ? 嗯 , 是的 。
do you know who sponsored this research ?	你們知道誰贊助這個研究嗎 ?
everything about your life , about your body , grows !	你人生的一切 , 關於你的身體、成長 。
it's a promise to the kids .	這對孩子來說是個承諾 。
the following bus , powers of 7 .	遵守巴士、權力 。
i was tired of faking normal .	我很沮喪 。
it said yorktown on the stern .	它是紐約城鎮 。
yeah , we get it , he's five .	沒錯 , 他五歲 。
i did another story on marine debris .	我在海洋辯論中做了另一個故事 。
they were the best team in the tournament .	他們是最棒的隊伍 。
they tell us things beyond what they represent .	他們告訴我們他們所代表的是什麼 。
mockus then challenged citizens .	穆克斯和挑戰公民 。
so , the bladder is one such organ .	所以 , 膀胱是一個器官 。
there's also been some success .	也有一些成功 。
what does this mean in terms of operations ?	這對手術有什麼意義呢 ?
here's the implication of what happens .	這裡是發生了什麼事
